CLIENTE,CP,SEXO,PLAN,SEM_ATRASO,SALDO,ATRASO,MORAS,P_INICIAL,P_SEMANAL,BONIF_MORAS,PLAZO_DIAS,BONIF_INTERESES,POR_DEVENGAR
4117,83250,F,REGULARIZACION,13,6232,2184,531,531,364,0,84,0,1866
4118,83010,F,LIQUIDACION,480,7619,7619,7619,7054,0,7619,0,565,0
4119,83177,M,LIQUIDACION,323,18643,18643,11420,78,3862,11420,14,10841,0
4120,83000,F,REGULARIZACION,9,13574,2212,232,495,430,0,84,0,6837
4121,83170,F,REGULARIZACION,13,22608,3220,229,795,586,0,63,0,11692
4122,83140,F,LIQUIDACION,413,3341,3341,1911,15,814,1911,14,1698,0
4123,83294,F,LIQUIDACION,410,9005,9005,6621,905,225,6621,252,0,0
4124,83117,M,LIQUIDACION,196,6406,6406,5404,2220,0,5404,0,4186,0
4125,83284,F,LIQUIDACION,290,11084,11084,11084,1099,596,11084,42,6409,0
4126,83280,M,LIQUIDACION,389,5082,5082,4683,361,362,4683,42,2549,0
4127,83140,M,LIQUIDACION,46,7530,7530,4063,580,3759,3495,14,0,0
4128,83105,F,LIQUIDACION,417,7639,7639,5350,763,191,5350,252,0,0
4129,83296,F,LIQUIDACION,304,20024,20024,12077,84,1426,12077,42,11384,0
4130,83296,F,LIQUIDACION,304,24060,24060,12240,103,1681,12240,42,13871,0
4131,83175,M,LIQUIDACION,287,8984,8984,3864,34,619,3864,42,5236,0
4131,83175,M,LIQUIDACION,289,8984,8984,3864,502,541,3864,42,5236,0
4131,83175,M,LIQUIDACION,288,8984,8984,3864,34,619,3864,42,5236,0
4132,83300,F,LIQUIDACION,274,7977,7977,8155,3689,0,8155,0,4288,0
4133,83020,F,LIQUIDACION,361,5747,5747,3697,252,343,3697,42,3437,0
4134,83328,F,LIQUIDACION,309,1855,1855,1722,179,264,1550,49,0,0
4135,83060,M,LIQUIDACION,323,10956,10956,9821,400,643,9821,42,6698,0
4136,83287,F,LIQUIDACION,189,2841,2841,780,252,127,780,126,303,0
4136,83287,F,LIQUIDACION,188,2841,2841,780,182,1369,702,14,0,0
4137,83179,F,LIQUIDACION,348,17848,17848,11196,1453,8757,10077,14,0,0
4137,83179,F,LIQUIDACION,350,17848,17848,11196,1780,309,11196,364,0,0
4137,83179,F,LIQUIDACION,349,17848,17848,11196,1780,309,11196,364,0,0
4137,83179,F,LIQUIDACION,351,17848,17848,11196,1780,309,11196,364,0,0
4138,83290,M,LIQUIDACION,312,17007,17007,10931,72,2383,10931,21,9786,0
4139,83280,F,LIQUIDACION,311,7425,7425,5378,30,1519,5378,14,4357,0
4140,83296,M,LIQUIDACION,205,9258,9258,8017,5405,0,8017,0,3853,0
4141,83105,M,LIQUIDACION,11,9773,3599,354,1051,925,0,56,0,3363
4142,83140,F,REESTRUCTURA,12,2561,2364,527,155,122,0,168,0,
4143,83060,F,LIQUIDACION,93,2337,2337,4040,378,252,4040,42,447,0
4144,83287,F,LIQUIDACION,12,1773,1773,503,820,182,0,56,0,0
4145,83296,F,LIQUIDACION,54,11231,7217,4060,1079,182,4060,364,0,2240.95
4146,83170,M,LIQUIDACION,65,20150,20150,9674,1492,9813,8707,14,0,0
4146,83170,M,LIQUIDACION,66,20150,20150,9674,2002,349,9674,364,0,0
4147,83284,F,REGULARIZACION,10,34018,3210,588,2187,355,0,294,0,18479
4148,83296,M,LIQUIDACION,54,11872,11872,7320,1072,292,5856,294,0,0
4149,83287,F,LIQUIDACION,16,24823,4960,1498,1998,1755,554,56,0,11320
4150,83285,M,LIQUIDACION,12,2057,1452,383,301,267,3,56,0,205
4151,83106,M,LIQUIDACION,11,1931,939,92,499,322,0,28,0,425
4152,83287,F,REGULARIZACION,10,9178,2392,384,793,366,0,147,0,2786
4153,15810,F,LIQUIDACION,553,1712,1712,350,233,108,350,84,183,0
4154,54180,M,LIQUIDACION,42,12240,12240,10190,2490,583,7133,154,0,0
4155,6020,F,LIQUIDACION,103,25893,25893,7064,2583,555,7064,294,0,0
4156,15100,M,LIQUIDACION,418,6375,6375,4235,5001,0,4235,0,1374,0
4157,8310,F,LIQUIDACION,61,6255,2097,628,1997,330,628,42,462,2481.57
4157,8310,F,LIQUIDACION,62,6255,2295,628,2097,325,628,42,510,2363.4
4158,3100,M,LIQUIDACION,47,52597,31882,20000,27215,0,20000,0,13360,12440.73
4159,15810,F,LIQUIDACION,126,10959,10959,4336,2575,346,3036,196,0,0
4160,55765,M,REGULARIZACION,12,24372,3052,308,788,496,0,84,0,12724
4161,6020,M,LIQUIDACION,275,6586,6586,5105,3232,0,5105,0,3354,0
4162,15270,F,LIQUIDACION,123,12889,12889,8080,1220,459,8080,168,653,0
4162,15270,F,LIQUIDACION,124,12889,12889,8080,1220,459,8080,168,653,0
4163,15280,F,LIQUIDACION,48,11507,11507,7717,7528,0,7717,0,3979,0
4164,15270,M,LIQUIDACION,43,19688,12978,7122,1858,402,7122,294,0,4029.74
4165,7010,M,REGULARIZACION,9,5846,1280,169,342,222,0,84,0,2623
4166,54189,F,LIQUIDACION,423,16816,16816,10607,2091,987,10607,84,2881,0
4167,7010,F,REESTRUCTURA,17,11299,3151,675,582,142,263,546,0,
4168,7010,F,REGULARIZACION,8,8795,1811,196,483,432,0,63,0,4305
4169,54100,F,REGULARIZACION,10,18036,2640,481,1009,528,0,63,0,8888
4170,54189,M,LIQUIDACION,256,9468,9468,7594,954,473,7594,126,0,0
4171,55600,F,REGULARIZACION,9,4634,1488,189,375,434,0,42,0,1521
4172,8000,M,REGULARIZACION,12,14398,2014,304,432,270,0,147,0,7356
4173,8900,M,LIQUIDACION,399,6771,6771,5567,3646,0,5567,0,3125,0
4174,9010,M,LIQUIDACION,478,8358,8358,2875,8358,0,2875,0,0,0
4174,9010,M,LIQUIDACION,479,8358,8358,2875,5371,0,2875,0,2987,0
4175,8900,F,LIQUIDACION,78,28672,24735,10470,2769,483,10470,364,0,2377.06
4176,8900,F,REGULARIZACION,7,24014,4826,302,1501,1223,0,63,0,11388
4177,13210,F,REGULARIZACION,7,44878,7503,646,2418,1341,0,189,0,22508
4178,8700,F,LIQUIDACION,427,6741,6741,4770,1006,279,4770,126,713,0
4178,8700,F,LIQUIDACION,428,6741,6741,4770,1497,348,4770,84,1068,0
4179,9420,F,LIQUIDACION,221,2875,2875,3648,446,300,3648,42,629,0
4180,8400,M,REGULARIZACION,8,18633,1935,68,507,395,0,84,0,10098
4181,8000,M,LIQUIDACION,240,27002,27002,17041,2702,675,17041,252,0,0
4181,8000,M,LIQUIDACION,239,27002,27002,17041,2702,675,17041,252,0,0
4182,8720,M,LIQUIDACION,310,14505,14505,7632,4929,0,7632,0,9576,0
4183,9410,F,LIQUIDACION,13,2884,1103,79,292,284,0,56,0,720
4184,9410,F,REGULARIZACION,9,6188,1989,124,444,536,0,42,0,2502
4185,8000,M,REGULARIZACION,11,28145,3578,131,901,702,0,63,0,13400
4186,8900,M,REGULARIZACION,7,22324,1784,213,781,420,0,63,0,12258
4187,8730,M,LIQUIDACION,44,24371,13661,9373,12521,0,9373,0,5707,6329.36
4188,8770,F,REGULARIZACION,10,13136,2558,104,988,580,0,42,0,6283
4189,8030,M,LIQUIDACION,98,23146,21266,6528,2906,993,6528,126,2187,966.36
4190,8030,M,LIQUIDACION,108,5278,5278,5141,5278,0,5141,0,0,0
4191,9010,F,LIQUIDACION,21,14770,5187,571,1250,1220,0,56,0,5724
4192,9420,M,REGULARIZACION,7,6270,1524,172,455,389,0,63,0,2856
4193,8770,F,LIQUIDACION,16,4161,2985,339,500,500,0,56,0,639
4194,36570,F,LIQUIDACION,223,23082,23082,29082,2282,400,29082,364,0,0
4194,36570,F,LIQUIDACION,222,23582,23582,29082,2366,408,29082,364,0,0
4194,36570,F,LIQUIDACION,222,23332,23332,29082,2324,404,29082,364,0,0
4194,36570,F,LIQUIDACION,221,23832,23832,29082,2408,412,29082,364,0,0
4195,54960,M,REGULARIZACION,8,9703,1817,64,489,376,0,84,0,4089
4196,36811,M,LIQUIDACION,271,28730,28730,60660,2886,497,60660,364,0,0
4196,36811,M,LIQUIDACION,270,28730,28730,60660,2886,497,60660,364,0,0
4196,36811,M,LIQUIDACION,269,28730,28730,60660,2886,497,60660,364,0,0
4196,36811,M,LIQUIDACION,272,28730,28730,60660,2886,497,60660,364,0,0
4196,36811,M,LIQUIDACION,273,28730,28730,60660,2886,497,60660,364,0,0
4197,36825,M,LIQUIDACION,223,28772,28772,28772,18039,0,28772,0,10733,0
4198,36825,M,LIQUIDACION,250,33284,33284,44588,3332,576,44588,364,0,0
4198,36825,M,LIQUIDACION,249,33284,33284,44588,3332,576,44588,364,0,0
4198,36825,M,LIQUIDACION,248,33584,33584,44588,3372,581,44588,364,0,0
4198,36825,M,LIQUIDACION,251,32984,32984,44588,3292,571,44588,364,0,0
4199,36680,F,LIQUIDACION,120,26007,26007,11481,2607,450,11481,364,0,0
4199,36680,F,LIQUIDACION,120,26307,26307,11481,2647,455,11481,364,0,0
4199,36680,F,LIQUIDACION,119,26307,26307,11481,2647,455,11481,364,0,0
4200,36822,M,LIQUIDACION,272,35591,35591,37640,3559,616,37640,364,0,0
4200,36822,M,LIQUIDACION,272,35291,35291,37640,3519,611,37640,364,0,0
4200,36822,M,LIQUIDACION,273,34991,34991,37640,3479,606,37640,364,0,0
4200,36822,M,LIQUIDACION,274,34691,34691,37640,3491,600,37640,364,0,0
4201,36829,M,LIQUIDACION,285,31627,31627,29875,3183,547,29875,364,0,0
4201,36829,M,LIQUIDACION,284,31627,31627,29875,3183,547,29875,364,0,0
4201,36829,M,LIQUIDACION,284,31227,31227,29875,3147,540,29875,364,0,0
4201,36829,M,LIQUIDACION,283,32027,32027,29875,3219,554,29875,364,0,0
4201,36829,M,LIQUIDACION,284,30827,30827,29875,3059,534,29875,364,0,0
4202,36590,F,LIQUIDACION,276,32265,32265,31035,3249,558,31035,364,0,0
4202,36590,F,LIQUIDACION,277,31865,31865,31035,3161,552,31035,364,0,0
4202,36590,F,LIQUIDACION,276,32465,32465,31035,3241,562,31035,364,0,0
4202,36590,F,LIQUIDACION,276,32065,32065,31035,3205,555,31035,364,0,0
4203,36590,F,LIQUIDACION,211,23788,23788,22021,2364,412,22021,364,0,0
4203,36590,F,LIQUIDACION,212,23588,23588,22021,2372,408,22021,364,0,0
4204,36590,F,LIQUIDACION,203,13169,13169,11781,1313,228,11781,364,0,0
4204,36590,F,LIQUIDACION,201,13069,13069,11781,1317,226,11781,364,0,0
4204,36590,F,LIQUIDACION,204,13169,13169,11781,1313,228,11781,364,0,0
4204,36590,F,LIQUIDACION,202,12969,12969,11781,1321,224,11781,364,0,0
4205,36800,M,REGULARIZACION,9,4650,1674,270,510,321,0,84,0,1438
4206,36825,M,LIQUIDACION,265,26497,26497,25907,1999,1724,25907,42,14154,0
4207,36640,F,LIQUIDACION,64,24342,18482,8397,2358,407,8397,364,0,3503.4
4208,36644,M,LIQUIDACION,105,24956,24956,8311,2492,432,8311,364,0,0
4209,36555,F,REGULARIZACION,6,25693,1798,59,726,511,0,63,0,13301
4210,36822,M,LIQUIDACION,21,33122,5873,2277,6494,1757,0,56,0,16441
4211,36576,M,LIQUIDACION,108,27179,27179,10499,2739,470,10499,364,0,0
4211,36576,M,LIQUIDACION,109,25429,25429,10499,2549,440,10499,364,0,0
4211,36576,M,LIQUIDACION,107,25729,25729,10499,2589,445,10499,364,0,0
4211,36576,M,LIQUIDACION,108,25429,25429,10499,2549,440,10499,364,0,0
4211,36576,M,LIQUIDACION,108,25729,25729,10499,2589,445,10499,364,0,0
4212,36822,M,LIQUIDACION,21,18661,9153,3715,5968,5966,0,14,0,5190
4213,36557,F,REGULARIZACION,7,10075,1519,51,759,369,0,63,0,5243
4214,85850,M,LIQUIDACION,340,15212,15212,7327,1532,456,7327,210,0,0
4215,85840,F,NI,395,6687,6687,45743,571,556,45743,77,,
4216,2300,M,LIQUIDACION,306,6397,6397,6397,2732,0,6397,0,3665,0
4217,85298,F,REGULARIZACION,6,28028,1716,242,579,397,0,105,0,15748
4218,85225,M,LIQUIDACION,293,4264,4264,3574,1547,0,3574,0,2717,0
4219,85890,F,REGULARIZACION,13,13318,3454,607,1515,509,0,84,0,5926
4220,85800,M,LIQUIDACION,111,24025,24025,7505,5103,973,6004,147,0,0
4221,85220,M,LIQUIDACION,214,3326,3326,4524,1001,271,4524,42,699,0
4222,85820,M,LIQUIDACION,53,10638,10638,8062,2502,226,8062,252,0,0
4223,85294,F,REGULARIZACION,13,13910,3414,741,1000,459,0,84,0,5710
4224,85880,M,LIQUIDACION,301,9757,9757,7735,4064,0,7735,0,5693,0
4225,85810,F,LIQUIDACION,271,11167,11167,8917,1700,1136,8917,42,2651,0
4226,85835,M,REGULARIZACION,7,7334,1351,164,524,386,0,42,0,3601
4227,85880,M,LIQUIDACION,190,30766,30766,12031,10801,0,12031,0,19965,0
4227,85880,M,LIQUIDACION,191,30766,30766,12031,10801,0,12031,0,19965,0
4228,85850,F,REGULARIZACION,13,30464,5210,20,829,735,0,105,0,15044
4229,85236,M,LIQUIDACION,316,10302,10302,8210,3944,0,8210,0,6358,0
4230,85284,F,REGULARIZACION,10,21248,2108,254,485,392,0,84,0,11571
4231,85890,M,LIQUIDACION,41,4756,3697,3015,3154,0,3015,0,1084,545.46
4232,85880,F,LIQUIDACION,43,8049,8049,5605,1500,297,0,287,0,0
4233,85840,F,LIQUIDACION,55,19147,10823,5615,1793,388,5615,294,0,4994.4
4234,85845,M,LIQUIDACION,67,4756,4756,3887,4071,0,3887,0,685,0
4235,85880,M,LIQUIDACION,109,15868,15868,7171,5998,235,7171,294,0,0
4236,85237,F,LIQUIDACION,13,35435,4745,1216,2153,2149,0,56,0,19229
4237,85880,M,LIQUIDACION,59,8304,8304,4989,5113,0,4989,0,3191,0
4238,85285,M,REGULARIZACION,9,4268,1323,101,313,366,0,42,0,1648
4239,85238,F,LIQUIDACION,19,11344,2292,910,830,828,0,56,0,5475
4240,85880,F,REGULARIZACION,13,13428,4397,314,1054,585,0,105,0,4643
4241,85880,M,REGULARIZACION,6,12393,1177,39,454,251,0,63,0,6620
4242,85890,M,REGULARIZACION,13,16339,3835,932,2518,507,0,84,0,7462
4243,85800,M,REGULARIZACION,9,20608,2049,405,709,400,0,84,0,10584
4244,85880,M,LIQUIDACION,14,9966,3670,269,889,883,0,56,0,3429
4245,85810,F,REGULARIZACION,13,10479,3155,396,798,463,0,105,0,4010
4246,85840,M,LIQUIDACION,47,4627,4627,4738,1200,428,4738,42,859,0
4247,7640,M,REGULARIZACION,6,44404,3197,165,1321,874,0,84,0,24986
4248,7670,F,REGULARIZACION,6,77882,3471,280,1334,738,0,231,0,44254
4249,7210,M,LIQUIDACION,325,19996,19996,17480,19996,0,17480,0,0,0
4250,7640,F,LIQUIDACION,340,42792,42792,30616,4260,741,30616,364,0,0
4251,7600,F,LIQUIDACION,289,57435,57435,38094,5747,994,38094,364,0,0
4252,7600,F,LIQUIDACION,14,44074,9028,655,3034,3031,196,56,0,20702
4253,7600,M,REGULARIZACION,7,42879,2540,221,762,641,0,63,0,24372
4254,7680,F,REGULARIZACION,12,23484,4296,175,745,474,0,273,0,11428
4255,7600,F,REGULARIZACION,8,5213,1786,254,486,508,0,42,0,1879
4256,9885,M,LIQUIDACION,181,3386,3386,3149,1853,0,3149,0,1533,0
4257,7650,F,LIQUIDACION,14,9018,2592,523,776,774,156,56,0,3288
4258,54160,M,LIQUIDACION,13,11395,3367,772,1501,883,200,56,0,4795
4259,54160,M,REGULARIZACION,11,10973,2779,452,1003,465,0,63,0,4934
4260,54160,F,LIQUIDACION,376,14521,14521,13638,5341,0,13638,0,9180,0
4261,54100,F,REGULARIZACION,6,11733,1118,112,383,303,0,63,0,6100
4262,54160,F,LIQUIDACION,78,25318,25039,11243,2503,438,11243,364,0,144.95
4263,7620,F,REGULARIZACION,9,4910,914,32,250,175,0,84,0,2482
4264,7650,F,LIQUIDACION,285,7373,7373,6255,3842,0,6255,0,3531,0
4265,7210,F,REGULARIZACION,5,13422,1330,0,551,391,0,63,0,7338
4266,7670,M,REGULARIZACION,9,7941,2557,391,908,495,0,84,0,2149
4267,54160,M,LIQUIDACION,99,14794,14794,5684,8202,0,5684,0,6592,0
4268,7650,F,LIQUIDACION,137,2320,2320,2316,1362,0,2316,0,958,0
4268,7650,F,LIQUIDACION,136,2320,2320,2316,1124,0,2316,0,1196,0
4268,7650,F,LIQUIDACION,134,2320,2320,2316,2320,0,2316,0,0,0
4269,54170,M,REGULARIZACION,11,18426,2309,254,1428,454,0,42,0,9727
4270,77517,F,REESTRUCTURA,19,5437,2817,842,314,110,0,378,0,
4271,7620,F,LIQUIDACION,12,7311,1837,232,604,564,0,56,0,3301
4272,7650,M,LIQUIDACION,114,3543,3543,3441,597,400,3441,42,546,0
4273,54100,F,REGULARIZACION,5,19112,1520,123,615,452,0,63,0,10406
4274,7650,F,REGULARIZACION,6,14427,907,106,360,239,0,84,0,8096
4275,7279,M,REGULARIZACION,9,7471,2796,321,989,366,0,84,0,1822
4276,85440,F,LIQUIDACION,363,27534,27534,14953,115,1935,14953,42,15809,0
4277,81270,M,REESTRUCTURA,15,23916,6850,1094,1251,359,0,462,0,
4277,81270,M,LIQUIDACION,14,23400,6822,0,13544,0,0,0,0,9856
4278,85470,M,LIQUIDACION,391,43634,43634,24946,184,3041,24946,42,25204,0
4279,85509,M,LIQUIDACION,434,8681,8681,5133,6139,0,5133,0,2542,0
4280,85509,F,REGULARIZACION,5,13119,1244,40,512,368,0,63,0,6787
4281,85508,F,REGULARIZACION,8,39278,3832,544,979,555,0,357,0,21282
4282,85400,F,LIQUIDACION,283,13563,13563,9608,1202,885,9608,35,7936,0
4283,85460,F,LIQUIDACION,340,19818,19818,12158,2750,1753,12158,21,11809,0
4284,85509,M,LIQUIDACION,266,8304,8304,5607,816,208,5607,252,0,0
4285,85330,F,LIQUIDACION,54,10591,8563,4352,1007,179,4352,364,0,1219.44
4286,85440,F,LIQUIDACION,12,1452,1452,383,211,203,0,56,0,0
4287,85509,F,LIQUIDACION,156,7654,7654,6205,999,472,6205,84,991,0
4288,85465,F,LIQUIDACION,16,3025,1936,589,386,378,200,56,0,369
4289,83285,F,REGULARIZACION,13,23067,3029,737,705,416,0,126,0,12126
4290,85486,F,LIQUIDACION,14,2420,1694,446,309,303,133,56,0,246
4291,62730,F,REGULARIZACION,9,21103,2406,185,545,656,0,42,0,10241
4292,62385,F,LIQUIDACION,312,52557,52557,48910,179,2940,48910,42,34738,0
4293,62792,M,REGULARIZACION,4,27282,1188,119,608,470,0,42,0,15452
4294,62797,M,LIQUIDACION,661,4990,4990,4671,4621,0,4671,0,369,0
4295,62389,F,LIQUIDACION,560,3663,3663,5235,610,409,5235,42,599,0
4296,62384,F,LIQUIDACION,332,29393,29393,36601,2933,882,36601,210,0,0
4296,62384,F,LIQUIDACION,332,29693,29693,36601,2963,891,36601,210,0,0
4296,62384,F,LIQUIDACION,333,28793,28793,36601,2873,864,36601,210,0,0
4296,62384,F,LIQUIDACION,332,29093,29093,36601,2903,873,36601,210,0,0
4297,62446,M,REGULARIZACION,10,24124,3910,268,1008,658,0,84,0,12041
4298,62553,M,LIQUIDACION,89,32039,32039,11928,3995,779,11928,252,0,0
4299,62460,M,LIQUIDACION,389,16925,16925,17927,1685,508,17927,210,0,0
4299,62460,M,LIQUIDACION,390,16625,16625,17927,1655,499,17927,210,0,0
4299,62460,M,LIQUIDACION,389,17525,17525,17927,1745,526,17927,210,0,0
4300,62550,F,REGULARIZACION,9,31827,2847,453,850,776,0,42,0,18222
4301,62388,M,LIQUIDACION,334,4248,4248,4248,3071,0,4248,0,1177,0
4302,62370,M,LIQUIDACION,336,24622,24622,22150,2452,739,22150,210,0,0
4303,62792,M,LIQUIDACION,183,9419,9419,6352,3370,0,6352,0,6049,0
4304,62577,F,LIQUIDACION,337,18043,18043,16591,10075,0,16591,0,7968,0
4305,62370,F,REGULARIZACION,9,12183,1955,139,444,534,0,42,0,5750
4306,62190,M,LIQUIDACION,15,14726,5522,429,2052,1202,145,56,0,4882
4307,62398,F,LIQUIDACION,313,10620,10620,6316,6045,0,6316,0,4575,0
4308,62460,F,REGULARIZACION,8,19324,3441,122,962,629,0,105,0,8901
4309,62576,M,LIQUIDACION,12,19734,4428,986,2522,1431,207,56,0,8308
4310,62577,M,REGULARIZACION,10,6222,1350,212,315,237,0,84,0,2859
4311,62450,M,LIQUIDACION,46,25098,12282,8031,12267,0,8031,0,5217,7776
4312,62560,F,LIQUIDACION,162,14410,14410,7150,6403,0,7150,0,8007,0
4313,62460,M,REGULARIZACION,13,10387,2179,514,344,255,0,210,0,4904
4314,62460,F,REGULARIZACION,6,17301,1422,144,480,384,0,63,0,9397
4315,62080,M,REGULARIZACION,7,13531,2351,81,752,590,0,63,0,5235
4316,62560,M,REGULARIZACION,10,8495,2594,176,564,485,0,84,0,2370
4317,7500,M,REGULARIZACION,13,15877,3379,441,555,373,0,231,0,4933
4318,7550,M,LIQUIDACION,110,3066,3066,2946,1868,0,2946,0,1198,0
4319,7530,F,LIQUIDACION,534,1505,1505,854,1224,0,854,0,281,0
4320,7550,F,LIQUIDACION,13,2284,1953,375,294,286,78,56,0,180
4321,7550,F,REGULARIZACION,12,26679,4507,579,873,459,0,357,0,11023
4322,7550,M,REGULARIZACION,11,10482,2962,203,609,332,0,147,0,4707
4323,7969,F,REGULARIZACION,10,20440,2942,192,654,531,0,126,0,9477
4324,7550,F,LIQUIDACION,284,15273,15273,14146,7037,0,14146,0,8236,0
4325,57120,M,LIQUIDACION,92,21867,21867,6731,2211,378,6731,364,0,0
4326,57120,F,LIQUIDACION,242,10764,10764,10390,1620,762,10390,84,0,0
4327,7550,M,LIQUIDACION,242,10227,10227,10364,4565,0,10364,0,5662,0
4328,7550,F,LIQUIDACION,69,8408,8408,6191,848,210,6191,252,0,0
4329,7550,F,NI,341,2483,2483,15306,17789,0,0,0,,
4330,57140,F,LIQUIDACION,224,3562,3562,8701,1660,0,8701,0,1902,0
4331,7550,F,NI,324,644,644,3817,644,0,3817,0,,
4332,7550,F,LIQUIDACION,97,7385,7385,4746,1261,239,4746,168,388,0
4333,7560,F,LIQUIDACION,25,8794,5316,2364,1010,1006,1276,56,0,1904
4334,57100,M,LIQUIDACION,25,11527,6653,3244,1490,1488,0,56,0,2525
4335,7550,F,LIQUIDACION,23,5848,3238,246,577,575,125,56,0,1584
4336,7918,F,REGULARIZACION,9,7935,1482,58,380,280,0,84,0,3415
4337,7550,F,LIQUIDACION,93,16275,16249,4981,1611,282,4981,364,0,15.3
4338,57120,F,REGULARIZACION,9,10179,958,131,359,292,0,42,0,4878
4339,57140,M,LIQUIDACION,42,4970,4970,4753,637,301,4753,84,721,0
4340,7960,M,REGULARIZACION,10,23985,2501,91,535,452,0,84,0,12956
4341,57150,M,LIQUIDACION,14,6485,1647,219,485,480,0,56,0,3034
4342,7550,M,LIQUIDACION,11,2799,1761,173,497,493,10,35,0,622
4343,57120,M,LIQUIDACION,83,17149,14930,7458,9006,0,7458,0,6928,1315.5
4344,57120,F,LIQUIDACION,42,12100,9752,7098,6987,0,7098,0,3717,1461.96
4345,7550,2,REGULARIZACION,9,27290,3112,354,1120,674,0,63,0,13475
4346,7560,M,LIQUIDACION,22,3054,1760,748,2893,0,366,0,0,544
4347,30362,F,LIQUIDACION,190,3021,3021,2371,1880,0,2371,0,1141,0
4348,91380,M,LIQUIDACION,346,12629,12629,9249,1497,576,9249,42,7676,0
4349,91080,M,REGULARIZACION,9,24361,2362,154,635,498,0,84,0,13425
4350,91380,F,LIQUIDACION,532,2675,2675,2566,1558,0,2566,0,1117,0
4351,91080,M,LIQUIDACION,13,32935,6088,1524,2446,2445,0,56,0,14789
4352,91037,F,LIQUIDACION,519,8467,8467,1737,534,230,1390,252,0,0
4353,91020,M,LIQUIDACION,404,16110,16110,4156,102,1073,4156,42,9570,0
4354,91380,F,LIQUIDACION,371,11875,11875,8763,4529,0,8763,0,7346,0
4355,91602,F,LIQUIDACION,187,586,586,586,313,0,586,0,273,0
4356,91040,F,LIQUIDACION,348,22082,22082,14321,8243,0,14321,0,13839,0
4357,91070,M,REGULARIZACION,6,18924,2784,94,930,665,0,84,0,7927
4358,91080,M,LIQUIDACION,13,4284,2652,645,554,547,0,56,0,850
4359,91000,M,LIQUIDACION,274,9599,9599,6561,99,761,6561,42,4934,0
4360,91380,M,REGULARIZACION,9,21439,2718,441,743,755,0,42,0,11135
4361,7070,M,REGULARIZACION,8,16919,2166,213,608,309,0,168,0,8869
4362,7060,M,REGULARIZACION,11,32560,5019,297,995,663,0,189,0,15967
4363,55069,F,REGULARIZACION,12,39025,5017,850,1113,782,0,105,0,20403
4364,7070,M,REGULARIZACION,8,22270,2096,296,590,434,0,84,0,12166
4365,7040,M,LIQUIDACION,312,19827,19827,19548,19827,0,19548,0,0,0
4365,7040,M,LIQUIDACION,312,21404,21404,19548,21404,0,19548,0,0,0
4366,7070,M,REGULARIZACION,9,5571,1572,169,373,445,0,42,0,1932
4367,7400,M,REGULARIZACION,12,29747,4615,171,1238,577,0,168,0,13604
4368,7070,M,REGULARIZACION,8,9632,1902,67,493,300,0,147,0,3584
4369,7450,M,LIQUIDACION,106,19647,19647,5261,1967,340,5261,364,0,0
4370,7070,F,LIQUIDACION,118,8274,8274,3351,1497,447,3351,84,1413,0
4371,7060,F,LIQUIDACION,72,13073,13073,7510,1793,376,7510,210,0,0
4372,55764,F,REESTRUCTURA,24,5598,3553,806,321,188,419,210,0,
4373,7070,F,LIQUIDACION,72,21079,21079,8511,6487,304,8511,336,0,0
4374,7070,F,REGULARIZACION,10,19355,3080,525,673,376,0,189,0,9189
4375,68229,F,LIQUIDACION,267,10701,10701,7923,10701,0,7923,0,0,0
4376,68030,F,REGULARIZACION,13,32289,8671,2463,1361,1003,0,210,0,14148
4377,9704,M,LIQUIDACION,305,3168,3168,3168,1291,0,3168,0,1877,0
4378,9000,F,LIQUIDACION,11,6136,2836,349,667,665,0,56,0,1992
4379,9800,M,LIQUIDACION,298,9117,9117,4012,810,402,4012,126,1071,0
4380,9829,M,LIQUIDACION,128,8847,8847,7295,1000,311,5836,210,0,0
4381,9000,M,REGULARIZACION,13,10304,3519,373,1054,490,0,84,0,4117
4382,7420,F,REGULARIZACION,6,72638,5743,326,2291,1692,0,63,0,38509
4383,54190,M,REGULARIZACION,8,19788,3792,540,1014,790,0,84,0,9376
4384,55340,F,LIQUIDACION,100,1409,1409,810,895,0,810,0,514,0
4385,55360,F,LIQUIDACION,13,11053,5641,733,1253,1245,0,56,0,2295
4386,7410,F,LIQUIDACION,630,8748,8748,8007,1008,389,8007,126,738,0
4387,7440,F,REESTRUCTURA,14,16736,5091,838,879,274,251,420,0,
4388,54190,M,LIQUIDACION,417,5068,5068,5068,637,301,5068,84,819,0
4389,7410,F,LIQUIDACION,24,14184,4728,819,1153,1153,0,56,0,5694
4390,55360,F,REGULARIZACION,9,8851,1503,244,414,417,0,42,0,4461
4391,7080,F,LIQUIDACION,12,4751,3323,743,615,610,0,56,0,717
4392,7080,M,LIQUIDACION,244,3190,3190,3794,1950,0,3794,0,1240,0
4393,55360,F,LIQUIDACION,14,6685,2598,0,709,584,0,56,0,2295
4394,7180,M,REGULARIZACION,7,6061,1442,175,419,323,0,84,0,2413
4395,54190,M,LIQUIDACION,18,7102,5400,1868,1003,961,0,56,0,821
4396,55390,M,LIQUIDACION,71,30816,19738,8363,3071,926,6691,210,0,6668
4397,55390,M,LIQUIDACION,45,12622,11136,7912,7922,0,7912,0,4035,778.05
